id,branch_code,tag_id,asset_id,asset_name,invoice_cost,total_cost,salvage_value,date_of_purchase,vendor_id,vendor,part_warranty,service_warranty,serial_no,generic_name,custom_field,life_in_year,dep_type,last_scan_date,net_value,remaining_years,salvage,last_year_bv,current_dep,total_dep,location
2312,FR10006,G2801B602000759DA0F009F9,FR10006093,DELL LAPTOP,96000,102000,10200,3/9/2022,AB1106,JESSANI,24 MONTHS,24 MONTHS,,,,16,2,,102000,15,,,,,1st Floor
2313,FR10006,G2801B602000658DA0F009F9,FR10006094,DELL LAPTOP,96000,102000,10200,3/9/2022,AB1106,JESSANI,24 MONTHS,24 MONTHS,,,,16,2,,102000,15,,,,,1st Floor
2314,FR10006,G2801B602000657DA0F009F9,FR10006095,DELL LAPTOP,96000,102000,10200,3/9/2022,AB1106,JESSANI,24 MONTHS,24 MONTHS,,,,16,2,,102000,15,,,,,1st Floor
2315,FR10006,G2801B602000756DA0F009F9,FR10006096,DELL LAPTOP,96000,102000,10200,3/9/2022,AB1106,JESSANI,24 MONTHS,24 MONTHS,,,,16,2,,102000,15,,,,,Ground Floor
2316,FR10006,G2801B60200075EDA0E309F9,FR10006135,MAN CHAIR,14500,14500,1450,3/9/2022,AB1106,JESSANI,24 MONTHS,24 MONTHS,,,,16,2,,14500,15,,,,,Ground Floor
2317,FR10006,G2801B60200075DDA0E309F9,FR10006136,MAN CHAIR,14500,14500,1450,4/3/2019,AB1106,JESSANI,24 MONTHS,24 MONTHS,,,,17,2,,14500,13,,,,,Second Floor
2318,FR10006,G2801B60200065CDA0E309F9,FR10006137,MAN CHAIR,14500,14500,1450,3/9/2022,AB1106,JESSANI,24 MONTHS,24 MONTHS,,,,16,2,,14500,15,,,,,Second Floor
2319,FR10006,G2801B60200075BDA0E309F9,FR10006138,MAN CHAIR,14500,14500,1450,4/3/2019,AB1106,JESSANI,24 MONTHS,24 MONTHS,,,,17,2,,14500,13,,,,,Second Floor
2320,FR10006,G2801B60200065ADA0E309F9,FR10006139,MAN. SOFA,52000,52000,5200,3/9/2022,AB1106,JESSANI,24 MONTHS,24 MONTHS,,,,16,2,,52000,15,,,,,Second Floor
2321,FR10006,G2801B602000659DA0E309F9,FR10006140,MAN. SOFA,52000,52000,5200,4/3/2019,AB1106,JESSANI,24 MONTHS,24 MONTHS,,,,17,2,,52000,13,,,,,Second Floor
2322,FR10006,G2801B602000758DA0E309F9,FR10006141,MAN. SOFA,52000,52000,5200,3/9/2022,AB1106,JESSANI,24 MONTHS,24 MONTHS,,,,16,2,,52000,15,,,,,OUT SIDE
2323,FR10006,G2801B602000757DA0E309F9,FR10006142,MAN. SOFA,52000,52000,5200,4/3/2019,AB1712,SM JAFFER,24 MONTHS,24 MONTHS,,,,17,2,,52000,13,,,,,OUT SIDE
2324,FR10006,G2801B602000656DA0E309F9,FR10006143,MAN. TABLE,22000,22000,2200,3/9/2022,AB1712,SM JAFFER,24 MONTHS,24 MONTHS,,,,16,2,,22000,15,,,,,OUT SIDE
2325,FR10006,G2801B602000655DA0E309F9,FR10006144,MAN. TABLE,22000,22000,2200,4/3/2019,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,17,2,,22000,13,,,,,OUT SIDE
2326,FR10006,G2801B602000754DA0E309F9,FR10006145,MAN. TABLE,22000,22000,2200,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,2,,22000,15,,,,,OUT SIDE
2327,FR10006,G2801B602000653DA0E309F9,FR10006146,MAN. TABLE,22000,22000,2200,4/3/2019,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,17,2,,22000,13,,,,,OUT SIDE
2328,FR10006,G2801B602000717DA0DE09F9,FR10006174,SIDE TABLE,7000,7000,700,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,2,,7000,15,,,,,1st Floor
2329,FR10006,G2801B602000616DA0DE09F9,FR10006175,SIDE TABLE,7000,7000,700,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,2,,7000,15,,,,,Ground Floor
2330,FR10006,G2801B602000615DA0DE09F9,FR10006176,STAFF CHAIR,4500,4500,450,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,13,2,,4500,12,,,,,Ground Floor
2331,FR10006,G2801B602000714DA0DE09F9,FR10006177,STAFF CHAIR,4500,4500,450,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,13,2,,4500,12,,,,,Ground Floor
2332,FR10006,G2801B602000613DA0DE09F9,FR10006178,STAFF CHAIR,4500,4500,450,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,13,2,,4500,12,,,,,Second Floor
2333,FR10006,G2801B602000712DA0DE09F9,FR10006179,STAFF CHAIR,4500,4500,450,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,13,2,,4500,12,,,,,Second Floor
2334,FR10006,G2801B602000711DA0DE09F9,FR10006180,STAFF CHAIR,4500,4500,450,9/4/2017,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,19,2,,4500,13,,,,,Second Floor
2335,FR10006,G2801B602000610DA0DE09F9,FR10006181,STAFF CHAIR,4500,4500,450,9/4/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,19,2,,4500,13,,,,,Second Floor
2336,FR10006,G2801B60200065EDA0D809F9,FR10006182,STAFF CHAIR,4500,4500,450,9/4/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,19,2,,4500,13,,,,,Second Floor
2337,FR10006,G2801B60200065DDA0D809F9,FR10006183,STAFF CHAIR,4500,4500,450,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,13,2,,4500,12,,,,,OUT SIDE
2338,FR10006,G2801B60200075CDA0D809F9,FR10006184,STAFF CHAIR,4500,4500,450,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,13,2,,4500,12,,,,,OUT SIDE
2339,FR10006,G2801B60200065BDA0D809F9,FR10006185,STAFF CHAIR,4500,4500,450,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,13,2,,4500,12,,,,,OUT SIDE
2340,FR10006,G2801B60200075ADA0D809F9,FR10006186,STAFF CHAIR,4500,4500,450,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,13,2,,4500,12,,,,,OUT SIDE
2341,FR10006,G2801B602000759DA0D809F9,FR10006187,STAFF CHAIR,4500,4500,450,9/4/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,19,2,,4500,13,,,,,OUT SIDE
2342,FR10006,G2801B602000658DA0D809F9,FR10006188,STAFF CHAIR,4500,4500,450,9/4/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,19,2,,4500,13,,,,,OUT SIDE
2343,FR10006,G2801B602000657DA0D809F9,FR10006189,STAFF CHAIR,4500,4500,450,9/4/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,19,2,,4500,13,,,,,OUT SIDE
2344,FR10006,G2801B602000756DA0D809F9,FR10006190,STAFF TABLE,6500,6500,650,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,13,2,,6500,12,,,,,OUT SIDE
2345,FR10006,G2801B602000755DA0D809F9,FR10006191,STAFF TABLE,6500,6500,650,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,13,2,,6500,12,,,,,GF
2346,FR10006,G2801B602000654DA0D809F9,FR10006192,STAFF TABLE,6500,6500,650,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,13,2,,6500,12,,,,,GF 
2347,FR10006,G2801B602000753DA0D809F9,FR10006193,STAFF TABLE,6500,6500,650,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,13,2,,6500,12,,,,,1st Floor
2348,FR10006,G2801B602000652DA0D809F9,FR10006194,STAFF TABLE,6500,6500,650,9/4/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,19,2,,6500,13,,,,,1st Floor
2349,FR10006,G2801B602000651DA0D809F9,FR10006195,STAFF TABLE,6500,6500,650,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,13,2,,6500,12,,,,,1st Floor
2350,FR10006,G2801B602000750DA0D809F9,FR10006196,STAFF TABLE,6500,6500,650,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,13,2,,6500,12,,,,,Ground Floor
2351,FR10006,G2801B602000650CA0D809F9,FR10006197,STAFF TABLE,6500,6500,650,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,13,2,,6500,12,,,,,Ground Floor
2352,FR10006,G2801B602000751CA0D809F9,FR10006198,STAFF TABLE,6500,6500,650,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,13,2,,6500,12,,,,,Ground Floor
2353,FR10006,G2801B602000752CA0D809F9,FR10006199,STAFF TABLE,6500,6500,650,9/4/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,19,2,,6500,13,,,,,Ground Floor
2354,FR10006,G2801B602000710CA0DE09F9,FR10006212,VISITOR CHAIR,4500,4500,450,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,13,2,,4500,12,,,,,Ground Floor
2355,FR10006,G2801B602000611CA0DE09F9,FR10006213,VISITOR CHAIR,4500,4500,450,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,13,2,,4500,12,,,,,Ground Floor
2356,FR10006,G2801B602000612CA0DE09F9,FR10006214,VISITOR CHAIR,4500,4500,450,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,13,2,,4500,12,,,,,Second Floor
2357,FR10006,G2801B602000713CA0DE09F9,FR10006215,VISITOR CHAIR,4500,4500,450,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,13,2,,4500,12,,,,,Second Floor
2358,FR10006,G2801B602000614CA0DE09F9,FR10006216,VISITOR CHAIR,4500,4500,450,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,13,2,,4500,12,,,,,Second Floor
2359,FR10006,G2801B602000715CA0DE09F9,FR10006217,VISITOR CHAIR,4500,4500,450,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,13,2,,4500,12,,,,,Second Floor
2360,FR10006,G2801B602000716CA0DE09F9,FR10006218,VISITOR CHAIR,4500,4500,450,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,13,2,,4500,12,,,,,Second Floor
2361,FR10006,G2801B602000617CA0DE09F9,FR10006219,VISITOR CHAIR,4500,4500,450,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,13,2,,4500,12,,,,,OUT SIDE
2362,FR10006,G2801B602000618CA0DE09F9,FR10006220,VISITOR CHAIR,7500,7500,750,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,16,2,,7500,15,,,,,OUT SIDE
2363,FR10006,G2801B602000719CA0DE09F9,FR10006221,VISITOR CHAIR,7500,7500,750,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,16,2,,7500,15,,,,,OUT SIDE
2364,FR10006,G2801B60200061DCA0DE09F9,FR10006225,VISITOR CHAIR,4500,4500,450,9/4/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,19,2,,4500,13,,,,,OUT SIDE
2365,FR10006,G2801B60200061ECA0DE09F9,FR10006226,VISITOR CHAIR,4500,4500,450,9/4/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,19,2,,4500,13,,,,,OUT SIDE
2366,FR10006,G2801B60200071FCA0DE09F9,FR10006227,VISITOR CHAIR,4500,4500,450,9/4/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,19,2,,4500,13,,,,,GF
2367,FR10006,G2801B602000730CA0E009F9,FR10006228,VISITOR CHAIR,7500,7500,750,4/3/2019,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,17,2,,7500,13,,,,,GF 
2368,FR10006,G2801B602000631CA0E009F9,FR10006229,VISITOR CHAIR,7500,7500,750,4/3/2019,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,17,2,,7500,13,,,,,1st Floor
2369,FR10006,G2801B60200063ECA0E009F9,FR10006242,VISITOR CHAIR,4500,4500,450,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,13,2,,4500,12,,,,,OUT SIDE
2370,FR10006,G2801B60200073FCA0E009F9,FR10006243,VISITOR CHAIR,4500,4500,450,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,13,2,,4500,12,,,,,OUT SIDE
2371,FR10006,G2801B602000750CA0E309F9,FR10006244,VISITOR CHAIR,4500,4500,450,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,13,2,,4500,12,,,,,OUT SIDE
2372,FR10006,G2801B602000651CA0E309F9,FR10006245,VISITOR CHAIR,4500,4500,450,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,13,2,,4500,12,,,,,OUT SIDE
2373,FR10006,G2801B602000652CA0E309F9,FR10006246,VISITOR CHAIR,4500,4500,450,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,13,2,,4500,12,,,,,OUT SIDE
2374,FR10006,G2801B602000753CA0E309F9,FR10006247,VISITOR CHAIR,4500,4500,450,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,13,2,,4500,12,,,,,OUT SIDE
2375,FR10006,G2801B602000654CA0E309F9,FR10006248,VISITOR CHAIR,4500,4500,450,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,13,2,,4500,12,,,,,OUT SIDE
2376,FR10006,G2801B602000755CA0E309F9,FR10006249,VISITOR CHAIR,4500,4500,450,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,13,2,,4500,12,,,,,GF
2377,FR10006,G2801B602000756CA0E309F9,FR10006250,VISITOR CHAIR,7500,7500,750,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,16,2,,7500,15,,,,,GF
2378,FR10006,G2801B602000657CA0E309F9,FR10006251,VISITOR CHAIR,7500,7500,750,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,16,2,,7500,15,,,,,GF
2379,FR10006,G2801B60200065BCA0E309F9,FR10006255,VISITOR CHAIR,4500,4500,450,9/4/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,19,2,,4500,13,,,,,GF
2380,FR10006,G2801B60200075CCA0E309F9,FR10006256,VISITOR CHAIR,4500,4500,450,9/4/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,19,2,,4500,13,,,,,GF
2381,FR10006,G2801B60200065DCA0E309F9,FR10006257,VISITOR CHAIR,4500,4500,450,9/4/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,19,2,,4500,13,,,,,GF
2382,FR10006,G2801B60200065ECA0E309F9,FR10006258,VISITOR CHAIR,7500,7500,750,4/3/2019,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,17,2,,7500,13,,,,,1st Floor
2383,FR10006,G2801B602000610CA0EA09F9,FR10006259,VISITOR CHAIR,7500,7500,750,4/3/2019,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,17,2,,7500,13,,,,,GF
2384,FR10006,G2801B602000711CA0EA09F9,FR10006260,VISITOR SEAT (3),16000,16000,1600,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,19,2,,16000,18,,,,,Ground Floor
2385,FR10006,G2801B602000712CA0EA09F9,FR10006261,VISITOR SEAT (3),16000,16000,1600,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,19,2,,16000,18,,,,,Ground Floor
2386,FR10006,G2801B602000613CA0EA09F9,FR10006262,VISITOR SEAT (3),16000,16000,1600,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,19,2,,16000,18,,,,,Ground Floor
2387,FR10006,G2801B602000714CA0EA09F9,FR10006263,VISITOR SEAT (3),16000,16000,1600,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,19,2,,16000,18,,,,,Ground Floor
2388,FR10006,G2801B602000615CA0EA09F9,FR10006264,VISITOR SEAT (3),16000,16000,1600,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,19,2,,16000,18,,,,,1st Floor
2389,FR10006,G2801B602000616CA0EA09F9,FR10006265,VISITOR SEAT (3),16000,16000,1600,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,19,2,,16000,18,,,,,Ground Floor
2390,FR10006,G2801B602000717CA0EA09F9,FR10006266,VISITOR SEAT (3),16000,16000,1600,3/9/2022,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,19,2,,16000,18,,,,,Ground Floor
2391,FR10006,G2801B602000718CA0EA09F9,FR10006267,VISITOR SEAT (3),16000,16000,1600,1/2/2017,AB1214,VISION NEXT,24 MONTHS,24 MONTHS,,,,19,2,,16000,13,,,,,Ground Floor
2392,FR10006,G2801B602000619CA0EA09F9,FR10006268,VISITOR SEAT (3),16000,16000,1600,1/2/2017,AB1106,JESSANI,24 MONTHS,24 MONTHS,,,,19,2,,16000,13,,,,,Ground Floor
2393,FR10006,G2801B60200061ACA0EA09F9,FR10006269,VISITOR SEAT (3),16000,16000,1600,3/9/2022,AB1106,JESSANI,24 MONTHS,24 MONTHS,,,,19,2,,16000,18,,,,,GF
2394,FR10006,G2801B60200071BCA0EA09F9,FR10006270,VISITOR SEAT (3),16000,16000,1600,3/9/2022,AB1106,JESSANI,24 MONTHS,24 MONTHS,,,,19,2,,16000,18,,,,,GF 
2395,FR10006,G2801B60200061CCA0EA09F9,FR10006271,VISITOR SEAT (3),16000,16000,1600,3/9/2022,AB1106,JESSANI,24 MONTHS,24 MONTHS,,,,19,2,,16000,18,,,,,1st Floor
2396,FR10006,G2801B60200071DCA0EA09F9,FR10006272,VISITOR SEAT (3),16000,16000,1600,1/2/2017,AB1106,JESSANI,24 MONTHS,24 MONTHS,,,,19,2,,16000,13,,,,,1st Floor
2397,FR10006,G2801B60200071ECA0EA09F9,FR10006273,VISITOR SEAT (3),16000,16000,1600,1/2/2017,AB1106,JESSANI,24 MONTHS,24 MONTHS,,,,19,2,,16000,13,,,,,1st Floor
2398,FR10006,G2801B60200061FCA0EA09F9,FR10006274,VISITOR SEAT (3),16000,16000,1600,1/2/2017,AB1106,JESSANI,24 MONTHS,24 MONTHS,,,,19,2,,16000,13,,,,,1st Floor
2399,FR10006,G2801B602000653CA0F009F9,FR10006294,UPS  FOR CASHER,36000,36000,3600,2/3/2021,AB1106,JESSANI,24 MONTHS,24 MONTHS,,,,5,2,,36000,3,,,,,1st Floor
2400,FR10006,G2801B602000754CA0F009F9,FR10006295,UPS  FOR CASHER,36000,36000,3600,2/3/2021,AB1106,JESSANI,24 MONTHS,24 MONTHS,,,,5,2,,36000,3,,,,,1st Floor
2401,FR10006,G2801B602000655CA0F009F9,FR10006296,UPS  FOR CASHER,36000,36000,3600,2/3/2021,AB1106,JESSANI,24 MONTHS,24 MONTHS,,,,5,2,,36000,3,,,,,Ground Floor
2402,FR10006,G2801B602000656CA0F009F9,FR10006297,UPS  FOR CASHER,36000,36000,3600,2/3/2021,AB1106,JESSANI,24 MONTHS,24 MONTHS,,,,5,2,,36000,3,,,,,Ground Floor
2403,FR10006,G2801B602000757CA0F009F9,FR10006298,UPS  FOR CASHER,36000,36000,3600,2/3/2021,AB1106,JESSANI,24 MONTHS,24 MONTHS,,,,5,2,,36000,3,,,,,Ground Floor
2404,FR10006,G2801B602000758CA0F009F9,FR10006299,UPS  FOR CASHER,36000,36000,3600,2/3/2021,AB1106,JESSANI,24 MONTHS,24 MONTHS,,,,5,2,,36000,3,,,,,Ground Floor
2405,FR10006,G2801B602000659CA0F009F9,FR10006300,UPS  FOR CASHER,36000,36000,3600,2/3/2021,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,5,2,,36000,3,,,,,1st Floor
2406,FR10006,G2801B60200065ACA0F009F9,FR10006301,UPS  FOR CASHER,36000,36000,3600,2/3/2021,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,5,2,,36000,3,,,,,Ground Floor
3312,FR10012,F2801B602000651BA11A09F9,FR10012001,COUNTING MACHINE,135000,138000,13800,3/9/2022,AB1106,JESSANI,24 MONTHS,24 MONTHS,,,,16,1,,138000,15,,,,,1st Floor
3313,FR10012,F2801B602000750BA11A09F9,FR10012002,COUNTING MACHINE,157000,162000,16200,3/9/2022,AB1106,JESSANI,24 MONTHS,24 MONTHS,,,,16,1,,162000,15,,,,,1st Floor
3314,FR10012,F2801B60200063FBA11709F9,FR10012003,COUNTING MACHINE,157000,162000,16200,3/9/2022,AB1106,JESSANI,24 MONTHS,24 MONTHS,,,,16,1,,162000,15,,,,,Ground Floor
3315,FR10012,F2801B60200073EBA11709F9,FR10012004,COUNTING MACHINE,135000,138000,13800,12/3/2015,AB1106,JESSANI,24 MONTHS,24 MONTHS,,,,16,1,,138000,9,,,,,Ground Floor
3316,FR10012,F2801B60200073DBA11709F9,FR10012005,COUNTING MACHINE,157000,162000,16200,10/1/2020,AB1106,JESSANI,24 MONTHS,24 MONTHS,,,,16,1,,162000,13,,,,,Ground Floor
3317,FR10012,F2801B60200063CBA11709F9,FR10012006,COUNTING MACHINE,135000,138000,13800,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,138000,15,,,,,Second Floor
3318,FR10012,F2801B60200073BBA11709F9,FR10012007,COUNTING MACHINE,135000,138000,13800,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,138000,15,,,,,Second Floor
3319,FR10012,F2801B60200063ABA11709F9,FR10012008,COUNTING MACHINE,157000,162000,16200,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,162000,15,,,,,Second Floor
3320,FR10012,F2801B602000639BA11709F9,FR10012009,COUNTING MACHINE,157000,162000,16200,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,162000,15,,,,,Second Floor
3321,FR10012,F2801B602000738BA11709F9,FR10012010,COUNTING MACHINE,135000,138000,13800,12/3/2015,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,138000,9,,,,,Second Floor
3322,FR10012,F2801B602000737BA11709F9,FR10012011,COUNTING MACHINE,157000,162000,16200,10/1/2020,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,162000,13,,,,,OUT SIDE
3323,FR10012,F2801B602000636BA11709F9,FR10012012,DELL CPU,67000,76000,7600,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,Ground Floor
3324,FR10012,F2801B602000635BA11709F9,FR10012013,DELL CPU,67000,76000,7600,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,Ground Floor
3325,FR10012,F2801B602000734BA11709F9,FR10012014,DELL CPU,67000,76000,7600,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,Ground Floor
3326,FR10012,F2801B602000633BA11709F9,FR10012015,DELL CPU,67000,76000,7600,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,GF
3327,FR10012,F2801B602000732BA11709F9,FR10012016,DELL CPU,67000,76000,7600,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,GF 
3328,FR10012,F2801B602000731BA11709F9,FR10012017,DELL CPU,67000,76000,7600,3/9/2022,AB1210,FINTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,1st Floor
3329,FR10012,F2801B602000630BA11709F9,FR10012018,DELL CPU,65000,73500,7350,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,73500,15,,,,,1st Floor
3330,FR10012,F2801B60200061FBA11509F9,FR10012019,DELL CPU,65000,73500,7350,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,73500,15,,,,,1st Floor
3331,FR10012,F2801B60200071EBA11509F9,FR10012020,DELL CPU,67000,76000,7600,12/5/2019,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,13,,,,,1st Floor
3332,FR10012,F2801B60200071DBA11509F9,FR10012021,DELL CPU,67000,76000,7600,12/5/2019,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,13,,,,,Ground Floor
3333,FR10012,F2801B60200061CBA11509F9,FR10012022,DELL CPU,65000,73500,7350,12/2/2019,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,73500,13,,,,,Ground Floor
3334,FR10012,F2801B60200071BBA11509F9,FR10012023,DELL CPU,65000,73500,7350,12/2/2019,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,73500,13,,,,,Ground Floor
3335,FR10012,F2801B60200061ABA11509F9,FR10012024,DELL CPU,67000,76000,7600,3/9/2022,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,Second Floor
3336,FR10012,F2801B602000619BA11509F9,FR10012025,DELL CPU,67000,76000,7600,3/9/2022,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,Second Floor
3337,FR10012,F2801B602000718BA11509F9,FR10012026,DELL CPU,67000,76000,7600,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,Second Floor
3338,FR10012,F2801B602000717BA11509F9,FR10012027,DELL CPU,67000,76000,7600,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,Second Floor
3339,FR10012,F2801B602000616BA11509F9,FR10012028,DELL CPU,67000,76000,7600,3/9/2022,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,Second Floor
3340,FR10012,F2801B602000615BA11509F9,FR10012029,DELL CPU,67000,76000,7600,3/9/2022,AB1712,COMPUTER ONE,24 MONTHS,24 MONTHS,,,,16,1,,76000,15,,,,,OUT SIDE
3341,FR10012,F2801B602000714BA11509F9,FR10012030,DELL CPU,65000,73500,7350,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,73500,15,,,,,OUT SIDE
3342,FR10012,F2801B602000613BA11509F9,FR10012031,DELL CPU,65000,73500,7350,3/9/2022,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,73500,15,,,,,OUT SIDE
3343,FR10012,F2801B602000712BA11509F9,FR10012032,DELL CPU,67000,76000,7600,12/5/2019,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,13,,,,,OUT SIDE
3344,FR10012,F2801B602000711BA11509F9,FR10012033,DELL CPU,67000,76000,7600,12/5/2019,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,76000,13,,,,,OUT SIDE
3345,FR10012,F2801B602000610BA11509F9,FR10012034,DELL CPU,65000,73500,7350,12/2/2019,AB1712,COMPUTECH,24 MONTHS,24 MONTHS,,,,16,1,,73500,13,,,,,OUT SIDE
